ko	pathways
K10109	ABC_transporters:Membrane_transport
K10110	ABC_transporters:Membrane_transport
K10112	ABC_transporters:Membrane_transport
K10117	ABC_transporters:Membrane_transport
K10118	ABC_transporters:Membrane_transport
K10119	ABC_transporters:Membrane_transport
K10126	Two-component_system:Signal_transduction
K10127	p53_signaling_pathway:Cell_growth_and_death
K10128	p53_signaling_pathway:Cell_growth_and_death
K10129	p53_signaling_pathway:Cell_growth_and_death
K10130	NF-kappa_B_signaling_pathway:Signal_transduction|p53_signaling_pathway:Cell_growth_and_death
K10131	p53_signaling_pathway:Cell_growth_and_death
K10132	p53_signaling_pathway:Cell_growth_and_death|Hippo_signaling_pathway:Signal_transduction
K10134	p53_signaling_pathway:Cell_growth_and_death
K10135	p53_signaling_pathway:Cell_growth_and_death
K10136	p53_signaling_pathway:Cell_growth_and_death
K10137	p53_signaling_pathway:Cell_growth_and_death
K10138	p53_signaling_pathway:Cell_growth_and_death
K10139	p53_signaling_pathway:Cell_growth_and_death
K10140	Nucleotide_excision_repair:Replication_and_repair|p53_signaling_pathway:Cell_growth_and_death|Ubiquitin_mediated_proteolysis:Folding,_sorting_and_degradation
K10141	p53_signaling_pathway:Cell_growth_and_death
K10145	p53_signaling_pathway:Cell_growth_and_death
K10146	p53_signaling_pathway:Cell_growth_and_death
K10148	p53_signaling_pathway:Cell_growth_and_death|Hippo_signaling_pathway:Signal_transduction
K10149	Hippo_signaling_pathway_-_fly:Signal_transduction
K10151	Cell_cycle:Cell_growth_and_death|p53_signaling_pathway:Cell_growth_and_death|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|Wnt_signaling_pathway:Signal_transduction|Hippo_signaling_pathway:Signal_transduction|Focal_adhesion:Cell_communication|Jak-STAT_signaling_pathway:Signal_transduction
K10152	Cell_cycle:Cell_growth_and_death|p53_signaling_pathway:Cell_growth_and_death|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|Wnt_signaling_pathway:Signal_transduction|Hippo_signaling_pathway:Signal_transduction|Focal_adhesion:Cell_communication|Jak-STAT_signaling_pathway:Signal_transduction
K10159	Phagosome:Transport_and_catabolism|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction
K10160	NF-kappa_B_signaling_pathway:Signal_transduction|HIF-1_signaling_pathway:Signal_transduction|Phagosome:Transport_and_catabolism|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction
K10162	Wnt_signaling_pathway:Signal_transduction|TGF-beta_signaling_pathway:Signal_transduction
K10165	TNF_signaling_pathway:Signal_transduction
K10167	PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction
K10169	Phagosome:Transport_and_catabolism
K10188	ABC_transporters:Membrane_transport
K10189	ABC_transporters:Membrane_transport
K10190	ABC_transporters:Membrane_transport
K10191	ABC_transporters:Membrane_transport
K10192	ABC_transporters:Membrane_transport
K10193	ABC_transporters:Membrane_transport
K10194	ABC_transporters:Membrane_transport
K10195	ABC_transporters:Membrane_transport
K10196	ABC_transporters:Membrane_transport
K10197	ABC_transporters:Membrane_transport
K10198	ABC_transporters:Membrane_transport
K10199	ABC_transporters:Membrane_transport
K10200	ABC_transporters:Membrane_transport
K10201	ABC_transporters:Membrane_transport
K10202	ABC_transporters:Membrane_transport
K10227	ABC_transporters:Membrane_transport
K10228	ABC_transporters:Membrane_transport
K10229	ABC_transporters:Membrane_transport
K10232	ABC_transporters:Membrane_transport
K10233	ABC_transporters:Membrane_transport
K10234	ABC_transporters:Membrane_transport
K10235	ABC_transporters:Membrane_transport
K10236	ABC_transporters:Membrane_transport
K10237	ABC_transporters:Membrane_transport
K10238	ABC_transporters:Membrane_transport
K10240	ABC_transporters:Membrane_transport
K10241	ABC_transporters:Membrane_transport
K10242	ABC_transporters:Membrane_transport
K10259	Cell_cycle_-_yeast:Cell_growth_and_death|Ubiquitin_mediated_proteolysis:Folding,_sorting_and_degradation
K10260	Ubiquitin_mediated_proteolysis:Folding,_sorting_and_degradation
K10264	Ubiquitin_mediated_proteolysis:Folding,_sorting_and_degradation
K10291	Ubiquitin_mediated_proteolysis:Folding,_sorting_and_degradation
K10292	Oocyte_meiosis:Cell_growth_and_death
K10318	Oocyte_meiosis:Cell_growth_and_death
K10351	Focal_adhesion:Cell_communication|Tight_junction:Cell_communication|Regulation_of_actin_cytoskeleton:Cell_motility
K10352	Tight_junction:Cell_communication
K10413	Phagosome:Transport_and_catabolism
K10414	Phagosome:Transport_and_catabolism
K10415	Phagosome:Transport_and_catabolism
K10416	Phagosome:Transport_and_catabolism
K10439	ABC_transporters:Membrane_transport|Bacterial_chemotaxis:Cell_motility
K10440	ABC_transporters:Membrane_transport
K10447	Ubiquitin_mediated_proteolysis:Folding,_sorting_and_degradation
K10456	Ubiquitin_mediated_proteolysis:Folding,_sorting_and_degradation
K10484	Fanconi_anemia_pathway:Replication_and_repair
K10500	Cell_cycle:Cell_growth_and_death
K10537	ABC_transporters:Membrane_transport
K10538	ABC_transporters:Membrane_transport
K10540	ABC_transporters:Membrane_transport|Bacterial_chemotaxis:Cell_motility
K10541	ABC_transporters:Membrane_transport
K10543	ABC_transporters:Membrane_transport
K10544	ABC_transporters:Membrane_transport
K10546	ABC_transporters:Membrane_transport
K10547	ABC_transporters:Membrane_transport
K10548	ABC_transporters:Membrane_transport
K10549	ABC_transporters:Membrane_transport
K10550	ABC_transporters:Membrane_transport
K10552	ABC_transporters:Membrane_transport
K10553	ABC_transporters:Membrane_transport
K10554	ABC_transporters:Membrane_transport
K10555	ABC_transporters:Membrane_transport
K10556	ABC_transporters:Membrane_transport
K10557	ABC_transporters:Membrane_transport
K10558	ABC_transporters:Membrane_transport
K10559	ABC_transporters:Membrane_transport
K10560	ABC_transporters:Membrane_transport
K10561	ABC_transporters:Membrane_transport
K10569	Base_excision_repair:Replication_and_repair
K10570	Nucleotide_excision_repair:Replication_and_repair|Ubiquitin_mediated_proteolysis:Folding,_sorting_and_degradation
K10571	Ubiquitin_mediated_proteolysis:Folding,_sorting_and_degradation
K10600	Ubiquitin_mediated_proteolysis:Folding,_sorting_and_degradation
K10603	Ubiquitin_mediated_proteolysis:Folding,_sorting_and_degradation
K10605	Fanconi_anemia_pathway:Replication_and_repair|Ubiquitin_mediated_proteolysis:Folding,_sorting_and_degradation|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction
K10609	Nucleotide_excision_repair:Replication_and_repair|Ubiquitin_mediated_proteolysis:Folding,_sorting_and_degradation
K10610	Nucleotide_excision_repair:Replication_and_repair|Ubiquitin_mediated_proteolysis:Folding,_sorting_and_degradation
K10611	Ubiquitin_mediated_proteolysis:Folding,_sorting_and_degradation
K10612	Ubiquitin_mediated_proteolysis:Folding,_sorting_and_degradation
K10613	Ubiquitin_mediated_proteolysis:Folding,_sorting_and_degradation
K10617	Xylene_degradation:Xenobiotics_biodegradation_and_metabolism|Microbial_metabolism_in_diverse_environments|Degradation_of_aromatic_compounds
K10618	Xylene_degradation:Xenobiotics_biodegradation_and_metabolism|Microbial_metabolism_in_diverse_environments|Degradation_of_aromatic_compounds
K10682	Two-component_system:Signal_transduction
K10697	Two-component_system:Signal_transduction
K10717	Zeatin_biosynthesis:Metabolism_of_terpenoids_and_polyketides|Metabolic_pathways|Biosynthesis_of_secondary_metabolites
K10719	Insect_hormone_biosynthesis:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K10720	Insect_hormone_biosynthesis:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K10721	Insect_hormone_biosynthesis:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K10722	Insect_hormone_biosynthesis:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K10739	DNA_replication:Replication_and_repair|Nucleotide_excision_repair:Replication_and_repair|Mismatch_repair:Replication_and_repair|Homologous_recombination:Replication_and_repair|Fanconi_anemia_pathway:Replication_and_repair
K10740	DNA_replication:Replication_and_repair|Nucleotide_excision_repair:Replication_and_repair|Mismatch_repair:Replication_and_repair|Homologous_recombination:Replication_and_repair|Fanconi_anemia_pathway:Replication_and_repair
K10741	DNA_replication:Replication_and_repair|Nucleotide_excision_repair:Replication_and_repair|Mismatch_repair:Replication_and_repair|Homologous_recombination:Replication_and_repair|Fanconi_anemia_pathway:Replication_and_repair
K10744	DNA_replication:Replication_and_repair
K10745	DNA_replication:Replication_and_repair
K10754	DNA_replication:Replication_and_repair|Nucleotide_excision_repair:Replication_and_repair|Mismatch_repair:Replication_and_repair
K10755	DNA_replication:Replication_and_repair|Nucleotide_excision_repair:Replication_and_repair|Mismatch_repair:Replication_and_repair
K10756	DNA_replication:Replication_and_repair|Nucleotide_excision_repair:Replication_and_repair|Mismatch_repair:Replication_and_repair
K10760	Zeatin_biosynthesis:Metabolism_of_terpenoids_and_polyketides|Metabolic_pathways|Biosynthesis_of_secondary_metabolites
K10784	Ras_signaling_pathway:Signal_transduction|Rap1_signaling_pathway:Signal_transduction|Calcium_signaling_pathway:Signal_transduction|NF-kappa_B_signaling_pathway:Signal_transduction|Cell_adhesion_molecules_(CAMs):Signaling_molecules_and_interaction
K10785	Ras_signaling_pathway:Signal_transduction|Rap1_signaling_pathway:Signal_transduction|Calcium_signaling_pathway:Signal_transduction|NF-kappa_B_signaling_pathway:Signal_transduction|Cell_adhesion_molecules_(CAMs):Signaling_molecules_and_interaction
K10802	Base_excision_repair:Replication_and_repair
K10803	Base_excision_repair:Replication_and_repair
K10823	ABC_transporters:Membrane_transport
K10838	Nucleotide_excision_repair:Replication_and_repair
K10839	Nucleotide_excision_repair:Replication_and_repair|Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation
K10840	Nucleotide_excision_repair:Replication_and_repair
K10841	Nucleotide_excision_repair:Replication_and_repair
K10842	Basal_transcription_factors:Transcription|Nucleotide_excision_repair:Replication_and_repair
K10845	Basal_transcription_factors:Transcription|Nucleotide_excision_repair:Replication_and_repair
K10846	Nucleotide_excision_repair:Replication_and_repair
K10847	Nucleotide_excision_repair:Replication_and_repair
K10849	Nucleotide_excision_repair:Replication_and_repair|Fanconi_anemia_pathway:Replication_and_repair
K10850	Two-component_system:Signal_transduction
K10851	Two-component_system:Signal_transduction
K10858	Mismatch_repair:Replication_and_repair|Fanconi_anemia_pathway:Replication_and_repair
K10865	Homologous_recombination:Replication_and_repair|Non-homologous_end-joining:Replication_and_repair
K10867	Homologous_recombination:Replication_and_repair
K10868	Homologous_recombination:Replication_and_repair|Non-homologous_end-joining:Replication_and_repair
K10869	Homologous_recombination:Replication_and_repair
K10870	Homologous_recombination:Replication_and_repair|Fanconi_anemia_pathway:Replication_and_repair
K10871	Homologous_recombination:Replication_and_repair
K10872	Meiosis_-_yeast:Cell_growth_and_death
K10873	Homologous_recombination:Replication_and_repair
K10878	Meiosis_-_yeast:Cell_growth_and_death
K10879	Homologous_recombination:Replication_and_repair
K10880	Homologous_recombination:Replication_and_repair
K10881	Proteasome:Folding,_sorting_and_degradation|Homologous_recombination:Replication_and_repair
K10883	Fanconi_anemia_pathway:Replication_and_repair
K10884	Non-homologous_end-joining:Replication_and_repair
K10885	Non-homologous_end-joining:Replication_and_repair
K10886	Non-homologous_end-joining:Replication_and_repair
K10888	Fanconi_anemia_pathway:Replication_and_repair
K10889	Fanconi_anemia_pathway:Replication_and_repair
K10890	Fanconi_anemia_pathway:Replication_and_repair
K10891	Fanconi_anemia_pathway:Replication_and_repair
K10892	Fanconi_anemia_pathway:Replication_and_repair
K10893	Fanconi_anemia_pathway:Replication_and_repair
K10894	Fanconi_anemia_pathway:Replication_and_repair
K10895	Fanconi_anemia_pathway:Replication_and_repair
K10896	Fanconi_anemia_pathway:Replication_and_repair
K10897	Fanconi_anemia_pathway:Replication_and_repair
K10898	Fanconi_anemia_pathway:Replication_and_repair
K10905	Fanconi_anemia_pathway:Replication_and_repair
K10910	Two-component_system:Signal_transduction
K10911	Two-component_system:Signal_transduction
K10912	Two-component_system:Signal_transduction
K10914	Two-component_system:Signal_transduction
K10941	Two-component_system:Signal_transduction
K10943	Two-component_system:Signal_transduction
K10945	Methane_metabolism:Energy_metabolism:Energy_metabolism|Nitrogen_metabolism:Energy_metabolism|Metabolic_pathways|Microbial_metabolism_in_diverse_environments|Carbon_metabolism
K10946	Methane_metabolism:Energy_metabolism:Energy_metabolism|Nitrogen_metabolism:Energy_metabolism|Metabolic_pathways|Microbial_metabolism_in_diverse_environments|Carbon_metabolism
K10951	Salivary_secretion:Digestive_system|Pancreatic_secretion:Digestive_system
K10956	Protein_export:Folding,_sorting_and_degradation|Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation|Phagosome:Transport_and_catabolism
K10957	Homologous_recombination:Replication_and_repair
K10958	Homologous_recombination:Replication_and_repair
K10959	Homologous_recombination:Replication_and_repair
K10979	Non-homologous_end-joining:Replication_and_repair
K10980	Non-homologous_end-joining:Replication_and_repair
K10982	Non-homologous_end-joining:Replication_and_repair
K10983	Non-homologous_end-joining:Replication_and_repair
K10985	Galactose_metabolism:Carbohydrate_metabolism|Phosphotransferase_system_(PTS):Membrane_transport
K10986	Galactose_metabolism:Carbohydrate_metabolism|Phosphotransferase_system_(PTS):Membrane_transport
K10990	Fanconi_anemia_pathway:Replication_and_repair
K10993	Fanconi_anemia_pathway:Replication_and_repair
K11001	Glycosylphosphatidylinositol(GPI)-anchor_biosynthesis:Glycan_biosynthesis_and_metabolism|Metabolic_pathways
K11002	Glycosylphosphatidylinositol(GPI)-anchor_biosynthesis:Glycan_biosynthesis_and_metabolism|Metabolic_pathways
K11003	Bacterial_secretion_system:Membrane_transport
K11004	ABC_transporters:Membrane_transport|Bacterial_secretion_system:Membrane_transport
K11016	Bacterial_secretion_system:Membrane_transport
K11017	Bacterial_secretion_system:Membrane_transport
K11028	Bacterial_secretion_system:Membrane_transport
K11050	ABC_transporters:Membrane_transport
K11051	ABC_transporters:Membrane_transport
K11069	ABC_transporters:Membrane_transport
K11070	ABC_transporters:Membrane_transport
K11071	ABC_transporters:Membrane_transport
K11073	ABC_transporters:Membrane_transport
K11074	ABC_transporters:Membrane_transport
K11075	ABC_transporters:Membrane_transport
K11076	ABC_transporters:Membrane_transport
K11077	ABC_transporters:Membrane_transport
K11078	ABC_transporters:Membrane_transport
K11079	ABC_transporters:Membrane_transport
K11080	ABC_transporters:Membrane_transport
K11081	ABC_transporters:Membrane_transport
K11082	ABC_transporters:Membrane_transport
K11083	ABC_transporters:Membrane_transport
K11084	ABC_transporters:Membrane_transport
K11086	Spliceosome:Transcription
K11087	Spliceosome:Transcription
K11088	Spliceosome:Transcription
K11091	Spliceosome:Transcription
K11092	Spliceosome:Transcription
